source,dataset,condition,raw_condition,sample_size,repetition,n_preserved,fraction_preserved,n_triples_total,n_reference_independent,n_concordant,fraction_concordant,n_failed_reference,n_failed_synthetic,independence_test,triple_seed,reference_path,synthetic_path,status,excluded_columns
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,12,18,0.8571428571428571,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s12.npz,synthetic_dag_topological_ts20_s12.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,13,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s13.npz,synthetic_dag_topological_ts20_s13.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,14,20,0.9523809523809524,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s14.npz,synthetic_dag_topological_ts20_s14.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,15,18,0.9,24,20,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s15.npz,synthetic_dag_topological_ts20_s15.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,16,20,1.0,24,20,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s16.npz,synthetic_dag_topological_ts20_s16.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,17,18,0.8571428571428571,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s17.npz,synthetic_dag_topological_ts20_s17.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,18,17,0.85,24,20,20,0.8333333333333334,0,0,kci,2777693660,train_ts20_s18.npz,synthetic_dag_topological_ts20_s18.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,19,20,0.9523809523809524,24,21,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s19.npz,synthetic_dag_topological_ts20_s19.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,20,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s20.npz,synthetic_dag_topological_ts20_s20.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,21,19,0.9047619047619048,24,21,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s21.npz,synthetic_dag_topological_ts20_s21.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,22,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s22.npz,synthetic_dag_topological_ts20_s22.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,23,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s23.npz,synthetic_dag_topological_ts20_s23.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,24,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s24.npz,synthetic_dag_topological_ts20_s24.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,25,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s25.npz,synthetic_dag_topological_ts20_s25.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,26,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s26.npz,synthetic_dag_topological_ts20_s26.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,27,16,0.8888888888888888,24,18,19,0.7916666666666666,0,0,kci,2777693660,train_ts20_s27.npz,synthetic_dag_topological_ts20_s27.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,28,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s28.npz,synthetic_dag_topological_ts20_s28.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,29,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s29.npz,synthetic_dag_topological_ts20_s29.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,30,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s30.npz,synthetic_dag_topological_ts20_s30.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,31,17,1.0,24,17,20,0.8333333333333334,0,0,kci,2777693660,train_ts20_s31.npz,synthetic_dag_topological_ts20_s31.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,32,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s32.npz,synthetic_dag_topological_ts20_s32.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,33,17,0.8947368421052632,24,19,21,0.875,0,0,kci,2777693660,train_ts20_s33.npz,synthetic_dag_topological_ts20_s33.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,34,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s34.npz,synthetic_dag_topological_ts20_s34.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,35,20,1.0,24,20,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s35.npz,synthetic_dag_topological_ts20_s35.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,36,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s36.npz,synthetic_dag_topological_ts20_s36.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,37,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s37.npz,synthetic_dag_topological_ts20_s37.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,38,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s38.npz,synthetic_dag_topological_ts20_s38.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,39,20,1.0,24,20,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s39.npz,synthetic_dag_topological_ts20_s39.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,40,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s40.npz,synthetic_dag_topological_ts20_s40.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,41,20,0.9523809523809524,24,21,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s41.npz,synthetic_dag_topological_ts20_s41.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,42,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s42.npz,synthetic_dag_topological_ts20_s42.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,43,20,0.9523809523809524,24,21,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s43.npz,synthetic_dag_topological_ts20_s43.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,44,20,0.9523809523809524,24,21,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s44.npz,synthetic_dag_topological_ts20_s44.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,45,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s45.npz,synthetic_dag_topological_ts20_s45.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,46,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s46.npz,synthetic_dag_topological_ts20_s46.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,47,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s47.npz,synthetic_dag_topological_ts20_s47.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,48,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s48.npz,synthetic_dag_topological_ts20_s48.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,49,19,0.95,24,20,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s49.npz,synthetic_dag_topological_ts20_s49.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,50,21,1.0,24,21,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s50.npz,synthetic_dag_topological_ts20_s50.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,51,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s51.npz,synthetic_dag_topological_ts20_s51.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,52,18,0.8571428571428571,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s52.npz,synthetic_dag_topological_ts20_s52.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,53,17,0.85,24,20,20,0.8333333333333334,0,0,kci,2777693660,train_ts20_s53.npz,synthetic_dag_topological_ts20_s53.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,54,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s54.npz,synthetic_dag_topological_ts20_s54.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,55,20,1.0,24,20,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s55.npz,synthetic_dag_topological_ts20_s55.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,56,18,1.0,24,18,24,1.0,0,0,kci,2777693660,train_ts20_s56.npz,synthetic_dag_topological_ts20_s56.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,57,18,1.0,24,18,24,1.0,0,0,kci,2777693660,train_ts20_s57.npz,synthetic_dag_topological_ts20_s57.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,58,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s58.npz,synthetic_dag_topological_ts20_s58.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,59,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s59.npz,synthetic_dag_topological_ts20_s59.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,61,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s61.npz,synthetic_dag_topological_ts20_s61.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,62,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s62.npz,synthetic_dag_topological_ts20_s62.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,63,20,0.9523809523809524,24,21,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s63.npz,synthetic_dag_topological_ts20_s63.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,64,20,0.9523809523809524,24,21,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s64.npz,synthetic_dag_topological_ts20_s64.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,65,18,0.9473684210526316,24,19,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s65.npz,synthetic_dag_topological_ts20_s65.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,66,18,0.9,24,20,21,0.875,0,0,kci,2777693660,train_ts20_s66.npz,synthetic_dag_topological_ts20_s66.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,67,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s67.npz,synthetic_dag_topological_ts20_s67.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,68,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s68.npz,synthetic_dag_topological_ts20_s68.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,69,17,1.0,24,17,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s69.npz,synthetic_dag_topological_ts20_s69.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,70,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s70.npz,synthetic_dag_topological_ts20_s70.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,71,20,1.0,24,20,24,1.0,0,0,kci,2777693660,train_ts20_s71.npz,synthetic_dag_topological_ts20_s71.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,72,20,1.0,24,20,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s72.npz,synthetic_dag_topological_ts20_s72.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,73,18,1.0,24,18,24,1.0,0,0,kci,2777693660,train_ts20_s73.npz,synthetic_dag_topological_ts20_s73.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,74,18,1.0,24,18,24,1.0,0,0,kci,2777693660,train_ts20_s74.npz,synthetic_dag_topological_ts20_s74.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,75,19,1.0,24,19,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s75.npz,synthetic_dag_topological_ts20_s75.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,76,18,1.0,24,18,24,1.0,0,0,kci,2777693660,train_ts20_s76.npz,synthetic_dag_topological_ts20_s76.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,77,18,0.8571428571428571,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s77.npz,synthetic_dag_topological_ts20_s77.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,78,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s78.npz,synthetic_dag_topological_ts20_s78.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,79,17,0.9444444444444444,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s79.npz,synthetic_dag_topological_ts20_s79.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,80,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s80.npz,synthetic_dag_topological_ts20_s80.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,81,19,0.9047619047619048,24,21,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s81.npz,synthetic_dag_topological_ts20_s81.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,82,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s82.npz,synthetic_dag_topological_ts20_s82.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,83,20,1.0,24,20,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s83.npz,synthetic_dag_topological_ts20_s83.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,84,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s84.npz,synthetic_dag_topological_ts20_s84.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,85,21,1.0,24,21,24,1.0,0,0,kci,2777693660,train_ts20_s85.npz,synthetic_dag_topological_ts20_s85.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,86,21,1.0,24,21,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s86.npz,synthetic_dag_topological_ts20_s86.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,87,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s87.npz,synthetic_dag_topological_ts20_s87.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,88,18,1.0,24,18,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s88.npz,synthetic_dag_topological_ts20_s88.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,89,19,0.95,24,20,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s89.npz,synthetic_dag_topological_ts20_s89.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,90,17,0.8947368421052632,24,19,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s90.npz,synthetic_dag_topological_ts20_s90.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,91,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s91.npz,synthetic_dag_topological_ts20_s91.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,92,18,0.8571428571428571,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s92.npz,synthetic_dag_topological_ts20_s92.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,93,18,0.9473684210526316,24,19,23,0.9583333333333334,0,0,kci,2777693660,train_ts20_s93.npz,synthetic_dag_topological_ts20_s93.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,94,20,0.9523809523809524,24,21,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s94.npz,synthetic_dag_topological_ts20_s94.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,95,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s95.npz,synthetic_dag_topological_ts20_s95.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,96,17,0.9444444444444444,24,18,20,0.8333333333333334,0,0,kci,2777693660,train_ts20_s96.npz,synthetic_dag_topological_ts20_s96.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,97,19,0.9047619047619048,24,21,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s97.npz,synthetic_dag_topological_ts20_s97.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,98,18,1.0,24,18,21,0.875,0,0,kci,2777693660,train_ts20_s98.npz,synthetic_dag_topological_ts20_s98.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,99,20,0.9523809523809524,24,21,21,0.875,0,0,kci,2777693660,train_ts20_s99.npz,synthetic_dag_topological_ts20_s99.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,100,19,0.9047619047619048,24,21,20,0.8333333333333334,0,0,kci,2777693660,train_ts20_s100.npz,synthetic_dag_topological_ts20_s100.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,20,101,18,1.0,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts20_s101.npz,synthetic_dag_topological_ts20_s101.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,150,12,0.8571428571428571,24,14,20,0.8333333333333334,0,0,kci,2777693660,train_ts50_s150.npz,synthetic_dag_topological_ts50_s150.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,151,11,1.0,24,11,19,0.7916666666666666,0,0,kci,2777693660,train_ts50_s151.npz,synthetic_dag_topological_ts50_s151.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,152,13,1.0,24,13,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s152.npz,synthetic_dag_topological_ts50_s152.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,153,14,0.875,24,16,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s153.npz,synthetic_dag_topological_ts50_s153.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,154,16,1.0,24,16,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s154.npz,synthetic_dag_topological_ts50_s154.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,155,15,1.0,24,15,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s155.npz,synthetic_dag_topological_ts50_s155.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,156,15,1.0,24,15,21,0.875,0,0,kci,2777693660,train_ts50_s156.npz,synthetic_dag_topological_ts50_s156.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,157,12,0.75,24,16,20,0.8333333333333334,0,0,kci,2777693660,train_ts50_s157.npz,synthetic_dag_topological_ts50_s157.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,158,12,1.0,24,12,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s158.npz,synthetic_dag_topological_ts50_s158.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,159,13,0.8666666666666667,24,15,21,0.875,0,0,kci,2777693660,train_ts50_s159.npz,synthetic_dag_topological_ts50_s159.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,160,15,0.8823529411764706,24,17,21,0.875,0,0,kci,2777693660,train_ts50_s160.npz,synthetic_dag_topological_ts50_s160.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,161,14,0.875,24,16,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s161.npz,synthetic_dag_topological_ts50_s161.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,162,13,0.9285714285714286,24,14,21,0.875,0,0,kci,2777693660,train_ts50_s162.npz,synthetic_dag_topological_ts50_s162.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,164,15,1.0,24,15,24,1.0,0,0,kci,2777693660,train_ts50_s164.npz,synthetic_dag_topological_ts50_s164.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,165,12,0.8571428571428571,24,14,21,0.875,0,0,kci,2777693660,train_ts50_s165.npz,synthetic_dag_topological_ts50_s165.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,166,14,1.0,24,14,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s166.npz,synthetic_dag_topological_ts50_s166.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,167,15,1.0,24,15,24,1.0,0,0,kci,2777693660,train_ts50_s167.npz,synthetic_dag_topological_ts50_s167.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,168,15,1.0,24,15,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s168.npz,synthetic_dag_topological_ts50_s168.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,169,13,0.7647058823529411,24,17,19,0.7916666666666666,0,0,kci,2777693660,train_ts50_s169.npz,synthetic_dag_topological_ts50_s169.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,172,13,1.0,24,13,20,0.8333333333333334,0,0,kci,2777693660,train_ts50_s172.npz,synthetic_dag_topological_ts50_s172.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,173,15,1.0,24,15,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s173.npz,synthetic_dag_topological_ts50_s173.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,174,16,1.0,24,16,24,1.0,0,0,kci,2777693660,train_ts50_s174.npz,synthetic_dag_topological_ts50_s174.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,175,11,0.7857142857142857,24,14,18,0.75,0,0,kci,2777693660,train_ts50_s175.npz,synthetic_dag_topological_ts50_s175.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,176,13,1.0,24,13,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s176.npz,synthetic_dag_topological_ts50_s176.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,177,15,1.0,24,15,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s177.npz,synthetic_dag_topological_ts50_s177.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,178,14,0.9333333333333332,24,15,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s178.npz,synthetic_dag_topological_ts50_s178.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,179,16,1.0,24,16,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s179.npz,synthetic_dag_topological_ts50_s179.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,180,17,1.0,24,17,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s180.npz,synthetic_dag_topological_ts50_s180.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,181,13,0.9285714285714286,24,14,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s181.npz,synthetic_dag_topological_ts50_s181.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,182,16,0.8888888888888888,24,18,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s182.npz,synthetic_dag_topological_ts50_s182.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,183,11,0.8461538461538461,24,13,21,0.875,0,0,kci,2777693660,train_ts50_s183.npz,synthetic_dag_topological_ts50_s183.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,184,11,0.8461538461538461,24,13,21,0.875,0,0,kci,2777693660,train_ts50_s184.npz,synthetic_dag_topological_ts50_s184.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,185,15,1.0,24,15,21,0.875,0,0,kci,2777693660,train_ts50_s185.npz,synthetic_dag_topological_ts50_s185.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,186,12,0.9230769230769232,24,13,21,0.875,0,0,kci,2777693660,train_ts50_s186.npz,synthetic_dag_topological_ts50_s186.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,187,13,0.8125,24,16,19,0.7916666666666666,0,0,kci,2777693660,train_ts50_s187.npz,synthetic_dag_topological_ts50_s187.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,188,15,1.0,24,15,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s188.npz,synthetic_dag_topological_ts50_s188.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,189,13,0.9285714285714286,24,14,21,0.875,0,0,kci,2777693660,train_ts50_s189.npz,synthetic_dag_topological_ts50_s189.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,190,14,0.9333333333333332,24,15,23,0.9583333333333334,0,0,kci,2777693660,train_ts50_s190.npz,synthetic_dag_topological_ts50_s190.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,191,13,0.9285714285714286,24,14,20,0.8333333333333334,0,0,kci,2777693660,train_ts50_s191.npz,synthetic_dag_topological_ts50_s191.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,192,16,1.0,24,16,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s192.npz,synthetic_dag_topological_ts50_s192.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,193,13,0.8666666666666667,24,15,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s193.npz,synthetic_dag_topological_ts50_s193.npz,ok,
cleaned_archive,csuite_symprod_simpson,dag_topological,dag_topological,50,194,15,0.9375,24,16,22,0.9166666666666666,0,0,kci,2777693660,train_ts50_s194.npz,synthetic_dag_topological_ts50_s194.npz,ok,
